Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1600	0	0	5.005112e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.165969e+24	1.165969e+24	7.636989e+10	0	5.170312e+23	0.3072081	0	2.08e+20	8.809575e-14	5.956851e-19	0	2.328887e+26	2.276476e+28	
0.00036	1600	0	0	5.005115e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.163933e+24	1.163933e+24	8.041979e+10	0	5.190668e+23	0.3084176	1.570708e+21	2.08e+20	8.809575e-14	5.956851e-19	0	2.328887e+26	2.276476e+28	
0.00072	1600	0	0	5.005119e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.161972e+24	1.161972e+24	8.028431e+10	0	5.210275e+23	0.3095826	1.512902e+21	2.08e+20	8.962624e-14	6.272743e-19	0	2.328887e+26	2.276476e+28	
0.00108	1600	0	0	5.005122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.160082e+24	1.160082e+24	8.296554e+10	0	5.229182e+23	0.310706	1.458847e+21	2.08e+20	8.957589e-14	6.262176e-19	0	2.328887e+26	2.276476e+28	
0.00144	1600	0	0	5.005125e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.158257e+24	1.158257e+24	8.274187e+10	0	5.247433e+23	0.3117904	1.408255e+21	2.08e+20	9.056217e-14	6.471312e-19	0	2.328887e+26	2.276476e+28	
0.0018	1600	0	0	5.005129e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.156493e+24	1.156493e+24	8.444691e+10	0	5.26507e+23	0.3128384	1.36086e+21	2.08e+20	9.048071e-14	6.453866e-19	0	2.328887e+26	2.276476e+28	
0.00216	1600	0	0	5.005132e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.154787e+24	1.154787e+24	8.417058e+10	0	5.282131e+23	0.3138521	1.31642e+21	2.08e+20	9.109799e-14	6.586859e-19	0	2.328887e+26	2.276476e+28	
0.00252	1600	0	0	5.005135e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.153135e+24	1.153135e+24	8.520199e+10	0	5.298651e+23	0.3148337	1.274713e+21	2.08e+20	9.099852e-14	6.565305e-19	0	2.328887e+26	2.276476e+28	
0.00288	1600	0	0	5.005138e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.151534e+24	1.151534e+24	8.489779e+10	0	5.314663e+23	0.3157851	1.235533e+21	2.08e+20	9.13687e-14	6.645755e-19	0	2.328887e+26	2.276476e+28	
0.00324	1600	0	0	5.005142e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.14998e+24	1.14998e+24	8.547511e+10	0	5.330198e+23	0.3167082	1.198695e+21	2.08e+20	9.125983e-14	6.622027e-19	0	2.328887e+26	2.276476e+28	
0.0036	1600	0	0	5.005145e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.148472e+24	1.148472e+24	8.515949e+10	0	5.345284e+23	0.3176045	1.164026e+21	2.08e+20	9.146623e-14	6.667059e-19	0	2.328887e+26	2.276476e+28	
0.00396	1600	0	0	5.005148e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.147005e+24	1.147005e+24	8.543627e+10	0	5.359947e+23	0.3184757	1.131367e+21	2.08e+20	9.135351e-14	6.64244e-19	0	2.328887e+26	2.276476e+28	
0.00432	1600	0	0	5.005152e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.145579e+24	1.145579e+24	8.511964e+10	0	5.37421e+23	0.3193232	1.100573e+21	2.08e+20	9.145237e-14	6.664029e-19	0	2.328887e+26	2.276476e+28	
0.00468	1600	0	0	5.005155e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.14419e+24	1.14419e+24	8.520075e+10	0	5.388097e+23	0.3201484	1.071511e+21	2.08e+20	9.133926e-14	6.639332e-19	0	2.328887e+26	2.276476e+28	
0.00504	1600	0	0	5.005158e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.142837e+24	1.142837e+24	8.48894e+10	0	5.401628e+23	0.3209523	1.044058e+21	2.08e+20	9.136826e-14	6.645658e-19	0	2.328887e+26	2.276476e+28	
