Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1598.984	0	-1.016	5.002733e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214322e+24	1.154435e+24	5.988638e+22	0	4.686782e+23	0.2784778	0	2.08e+20	8.123757e-10	4.671138e-07	0	2.328887e+26	2.276476e+28	
0.00036	1598.984	0	-1.016	5.002736e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214319e+24	1.154433e+24	5.988627e+22	0	4.686806e+23	0.2784792	1.82859e+18	2.08e+20	8.123757e-10	4.671138e-07	0	2.328887e+26	2.276476e+28	
0.00072	1598.984	0	-1.016	5.00274e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214317e+24	1.154431e+24	5.988615e+22	0	4.686829e+23	0.2784806	1.828582e+18	2.08e+20	8.123752e-10	4.671129e-07	0	2.328887e+26	2.276476e+28	
0.00108	1598.984	0	-1.016	5.002743e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214315e+24	1.154429e+24	5.988603e+22	0	4.686853e+23	0.2784821	1.828573e+18	2.08e+20	8.123746e-10	4.67112e-07	0	2.328887e+26	2.276476e+28	
0.00144	1598.984	0	-1.016	5.002746e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214312e+24	1.154426e+24	5.988592e+22	0	4.686877e+23	0.2784835	1.828565e+18	2.08e+20	8.123741e-10	4.671111e-07	0	2.328887e+26	2.276476e+28	
0.0018	1598.984	0	-1.016	5.002749e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.21431e+24	1.154424e+24	5.98858e+22	0	4.6869e+23	0.2784849	1.828557e+18	2.08e+20	8.123736e-10	4.671102e-07	0	2.328887e+26	2.276476e+28	
0.00216	1598.984	0	-1.016	5.002753e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214308e+24	1.154422e+24	5.988568e+22	0	4.686924e+23	0.2784863	1.828548e+18	2.08e+20	8.12373e-10	4.671092e-07	0	2.328887e+26	2.276476e+28	
0.00252	1598.984	0	-1.016	5.002756e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214305e+24	1.15442e+24	5.988557e+22	0	4.686948e+23	0.2784877	1.82854e+18	2.08e+20	8.123725e-10	4.671083e-07	0	2.328887e+26	2.276476e+28	
0.00288	1598.984	0	-1.016	5.002759e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214303e+24	1.154417e+24	5.988545e+22	0	4.686971e+23	0.2784891	1.828532e+18	2.08e+20	8.12372e-10	4.671074e-07	0	2.328887e+26	2.276476e+28	
0.00324	1598.984	0	-1.016	5.002762e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.2143e+24	1.154415e+24	5.988533e+22	0	4.686995e+23	0.2784905	1.828523e+18	2.08e+20	8.123715e-10	4.671065e-07	0	2.328887e+26	2.276476e+28	
0.0036	1598.984	0	-1.016	5.002766e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214298e+24	1.154413e+24	5.988522e+22	0	4.687019e+23	0.2784919	1.828515e+18	2.08e+20	8.123709e-10	4.671056e-07	0	2.328887e+26	2.276476e+28	
0.00396	1598.984	0	-1.016	5.002769e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.214296e+24	1.154411e+24	5.98851e+22	0	4.687043e+23	0.2784933	1.828507e+18	2.08e+20	8.123704e-10	4.671047e-07	0	2.328887e+26	2.276476e+28	
