Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1598.041	0	-1.959	5.011165e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068623e+24	1.068623e+24	7.086696e+10	0	6.143769e+23	0.3650487	0	2.08e+20	8.592684e-14	5.527623e-19	0	2.328887e+26	2.276476e+28	
0.00036	1598.041	0	-1.959	5.011168e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068621e+24	1.068621e+24	7.086683e+10	0	6.143789e+23	0.3650499	1.571177e+18	2.08e+20	8.592684e-14	5.527623e-19	0	2.328887e+26	2.276476e+28	
0.00072	1598.041	0	-1.959	5.011171e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068619e+24	1.068619e+24	7.086669e+10	0	6.14381e+23	0.3650511	1.57117e+18	2.08e+20	8.592678e-14	5.527612e-19	0	2.328887e+26	2.276476e+28	
0.00108	1598.041	0	-1.959	5.011175e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068617e+24	1.068617e+24	7.086656e+10	0	6.14383e+23	0.3650523	1.571163e+18	2.08e+20	8.592673e-14	5.527602e-19	0	2.328887e+26	2.276476e+28	
0.00144	1598.041	0	-1.959	5.011178e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068615e+24	1.068615e+24	7.086642e+10	0	6.143851e+23	0.3650535	1.571156e+18	2.08e+20	8.592667e-14	5.527591e-19	0	2.328887e+26	2.276476e+28	
0.0018	1598.041	0	-1.959	5.011181e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068613e+24	1.068613e+24	7.086629e+10	0	6.143871e+23	0.3650547	1.571149e+18	2.08e+20	8.592662e-14	5.527581e-19	0	2.328887e+26	2.276476e+28	
0.00216	1598.041	0	-1.959	5.011184e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068611e+24	1.068611e+24	7.086615e+10	0	6.143891e+23	0.3650559	1.571142e+18	2.08e+20	8.592656e-14	5.52757e-19	0	2.328887e+26	2.276476e+28	
0.00252	1598.041	0	-1.959	5.011187e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068609e+24	1.068609e+24	7.086602e+10	0	6.143912e+23	0.3650571	1.571135e+18	2.08e+20	8.592651e-14	5.52756e-19	0	2.328887e+26	2.276476e+28	
0.00288	1598.041	0	-1.959	5.01119e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068607e+24	1.068607e+24	7.086588e+10	0	6.143932e+23	0.3650583	1.571128e+18	2.08e+20	8.592645e-14	5.527549e-19	0	2.328887e+26	2.276476e+28	
0.00324	1598.041	0	-1.959	5.011194e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.068605e+24	1.068605e+24	7.086575e+10	0	6.143952e+23	0.3650596	1.571121e+18	2.08e+20	8.59264e-14	5.527539e-19	0	2.328887e+26	2.276476e+28	
