Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1600	0	0	5.017408e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010646e+24	1.010646e+24	5.838471e+10	0	6.723539e+23	0.3994973	0	2.08e+20	8.055279e-14	4.554008e-19	0	2.328887e+26	2.276476e+28	
0.00036	1600	0	0	5.017411e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010644e+24	1.010644e+24	5.83846e+10	0	6.723559e+23	0.3994985	1.532206e+18	2.08e+20	8.055279e-14	4.554008e-19	0	2.328887e+26	2.276476e+28	
0.00072	1600	0	0	5.017415e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010642e+24	1.010642e+24	5.838448e+10	0	6.723579e+23	0.3994997	1.532199e+18	2.08e+20	8.055274e-14	4.553999e-19	0	2.328887e+26	2.276476e+28	
0.00108	1600	0	0	5.017418e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.01064e+24	1.01064e+24	5.838437e+10	0	6.723599e+23	0.3995008	1.532192e+18	2.08e+20	8.055269e-14	4.55399e-19	0	2.328887e+26	2.276476e+28	
0.00144	1600	0	0	5.017421e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010638e+24	1.010638e+24	5.838425e+10	0	6.723619e+23	0.399502	1.532185e+18	2.08e+20	8.055263e-14	4.553981e-19	0	2.328887e+26	2.276476e+28	
0.0018	1600	0	0	5.017424e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010636e+24	1.010636e+24	5.838414e+10	0	6.723639e+23	0.3995032	1.532178e+18	2.08e+20	8.055258e-14	4.553972e-19	0	2.328887e+26	2.276476e+28	
0.00216	1600	0	0	5.017428e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010634e+24	1.010634e+24	5.838402e+10	0	6.723659e+23	0.3995044	1.532171e+18	2.08e+20	8.055253e-14	4.553963e-19	0	2.328887e+26	2.276476e+28	
0.00252	1600	0	0	5.017431e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010632e+24	1.010632e+24	5.838391e+10	0	6.723678e+23	0.3995056	1.532164e+18	2.08e+20	8.055248e-14	4.553954e-19	0	2.328887e+26	2.276476e+28	
0.00288	1600	0	0	5.017434e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.01063e+24	1.01063e+24	5.838379e+10	0	6.723698e+23	0.3995067	1.532157e+18	2.08e+20	8.055242e-14	4.553945e-19	0	2.328887e+26	2.276476e+28	
0.00324	1600	0	0	5.017438e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.010628e+24	1.010628e+24	5.838368e+10	0	6.723718e+23	0.3995079	1.53215e+18	2.08e+20	8.055237e-14	4.553936e-19	0	2.328887e+26	2.276476e+28	
