Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1600	0	0	5.009438e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.095565e+24	1.095565e+24	7.274601e+10	0	5.874353e+23	0.3490406	0	2.08e+20	8.667968e-14	5.674189e-19	0	2.328887e+26	2.276476e+28	
0.00036	1600	0	0	5.009441e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.095361e+24	1.095361e+24	7.326627e+10	0	5.87639e+23	0.3491616	1.571987e+20	2.08e+20	8.667968e-14	5.674189e-19	0	2.328887e+26	2.276476e+28	
0.00072	1600	0	0	5.009445e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.095158e+24	1.095158e+24	7.32527e+10	0	5.878419e+23	0.3492822	1.565604e+20	2.08e+20	8.688582e-14	5.714769e-19	0	2.328887e+26	2.276476e+28	
0.00108	1600	0	0	5.009448e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.094956e+24	1.094956e+24	7.358827e+10	0	5.88044e+23	0.3494023	1.559268e+20	2.08e+20	8.688046e-14	5.71371e-19	0	2.328887e+26	2.276476e+28	
0.00144	1600	0	0	5.009451e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.094755e+24	1.094755e+24	7.356565e+10	0	5.882453e+23	0.3495218	1.552978e+20	2.08e+20	8.701292e-14	5.739885e-19	0	2.328887e+26	2.276476e+28	
0.0018	1600	0	0	5.009455e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.094554e+24	1.094554e+24	7.377684e+10	0	5.884457e+23	0.349641	1.546733e+20	2.08e+20	8.7004e-14	5.738121e-19	0	2.328887e+26	2.276476e+28	
0.00216	1600	0	0	5.009458e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.094355e+24	1.094355e+24	7.374825e+10	0	5.886454e+23	0.3497596	1.540534e+20	2.08e+20	8.708718e-14	5.754593e-19	0	2.328887e+26	2.276476e+28	
0.00252	1600	0	0	5.009461e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.094156e+24	1.094156e+24	7.387603e+10	0	5.888442e+23	0.3498777	1.53438e+20	2.08e+20	8.707593e-14	5.752364e-19	0	2.328887e+26	2.276476e+28	
0.00288	1600	0	0	5.009464e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.093958e+24	1.093958e+24	7.384356e+10	0	5.890423e+23	0.3499954	1.52827e+20	2.08e+20	8.712619e-14	5.76233e-19	0	2.328887e+26	2.276476e+28	
0.00324	1600	0	0	5.009468e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.09376e+24	1.09376e+24	7.391557e+10	0	5.892396e+23	0.3501126	1.522204e+20	2.08e+20	8.711342e-14	5.759797e-19	0	2.328887e+26	2.276476e+28	
