Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1502.281176	0	0	5.000036e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405144e+24	1.405144e+24	3.739306e+11	0	2.778558e+23	0.1650955	0	2.08e+20	1.49593e-13	2.916659e-18	0	2.328887e+26	2.276476e+28	
0.00036	1502.920791	0	0	5.000037e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.398053e+24	1.398053e+24	3.903037e+11	0	2.84947e+23	0.169309	5.471621e+21	2.08e+20	1.49593e-13	2.916659e-18	0	2.328887e+26	2.276476e+28	
0.00072	1503.560405	0	0	5.000037e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.39161e+24	1.39161e+24	3.875987e+11	0	2.913902e+23	0.1731374	4.971611e+21	2.08e+20	1.517453e-13	3.044369e-18	0	2.328887e+26	2.276476e+28	
0.00108	1504.200019	0	0	5.000038e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.385709e+24	1.385709e+24	3.962328e+11	0	2.972908e+23	0.1766434	4.552915e+21	2.08e+20	1.513939e-13	3.02327e-18	0	2.328887e+26	2.276476e+28	
0.00144	1504.839633	0	0	5.000038e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.380266e+24	1.380266e+24	3.919329e+11	0	3.027343e+23	0.1798778	4.200212e+21	2.08e+20	1.525098e-13	3.090616e-18	0	2.328887e+26	2.276476e+28	
0.0018	1505.479247	0	0	5.000039e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.37521e+24	1.37521e+24	3.953619e+11	0	3.077903e+23	0.1828819	3.901271e+21	2.08e+20	1.519561e-13	3.057077e-18	0	2.328887e+26	2.276476e+28	
0.00216	1506.118861	0	0	5.000039e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.370484e+24	1.370484e+24	3.902338e+11	0	3.125159e+23	0.1856898	3.646305e+21	2.08e+20	1.52398e-13	3.083823e-18	0	2.328887e+26	2.276476e+28	
0.00252	1506.758475	0	0	5.00004e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.366042e+24	1.366042e+24	3.90329e+11	0	3.169579e+23	0.1883291	3.427465e+21	2.08e+20	1.517362e-13	3.043824e-18	0	2.328887e+26	2.276476e+28	
0.00288	1507.398089	0	0	5.00004e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.361845e+24	1.361845e+24	3.848569e+11	0	3.211549e+23	0.1908229	3.238436e+21	2.08e+20	1.517485e-13	3.044566e-18	0	2.328887e+26	2.276476e+28	
0.00324	1508.037704	0	0	5.000041e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.357861e+24	1.357861e+24	3.829033e+11	0	3.25139e+23	0.1931901	3.074125e+21	2.08e+20	1.510361e-13	3.001884e-18	0	2.328887e+26	2.276476e+28	
0.0036	1508.677318	0	0	5.000041e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.354063e+24	1.354063e+24	3.773731e+11	0	3.289368e+23	0.1954467	2.930411e+21	2.08e+20	1.507801e-13	2.986645e-18	0	2.328887e+26	2.276476e+28	
0.00396	1509.316932	0	0	5.000042e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.350429e+24	1.350429e+24	3.74215e+11	0	3.325707e+23	0.1976059	2.803945e+21	2.08e+20	1.500506e-13	2.94351e-18	0	2.328887e+26	2.276476e+28	
0.00432	1509.956546	0	0	5.000043e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.34694e+24	1.34694e+24	3.687849e+11	0	3.360596e+23	0.1996789	2.692e+21	2.08e+20	1.496309e-13	2.918877e-18	0	2.328887e+26	2.276476e+28	
0.00468	1510.59616	0	0	5.000043e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.343581e+24	1.343581e+24	3.649608e+11	0	3.394192e+23	0.2016751	2.592344e+21	2.08e+20	1.489036e-13	2.876522e-18	0	2.328887e+26	2.276476e+28	
0.00504	1511.235774	0	0	5.000044e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.340337e+24	1.340337e+24	3.597107e+11	0	3.426633e+23	0.2036027	2.503146e+21	2.08e+20	1.483872e-13	2.846695e-18	0	2.328887e+26	2.276476e+28	
0.0054	1511.875388	0	0	5.000044e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.337197e+24	1.337197e+24	3.555565e+11	0	3.458034e+23	0.2054684	2.422893e+21	2.08e+20	1.476722e-13	2.805744e-18	0	2.328887e+26	2.276476e+28	
0.00576	1512.515002	0	0	5.000045e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.334151e+24	1.334151e+24	3.505207e+11	0	3.488494e+23	0.2072783	2.350333e+21	2.08e+20	1.471015e-13	2.77334e-18	0	2.328887e+26	2.276476e+28	
0.00612	1513.154616	0	0	5.000046e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.33119e+24	1.33119e+24	3.46241e+11	0	3.5181e+23	0.2090374	2.284426e+21	2.08e+20	1.464037e-13	2.734061e-18	0	2.328887e+26	2.276476e+28	
0.00648	1513.794231	0	0	5.000046e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.328307e+24	1.328307e+24	3.414283e+11	0	3.546927e+23	0.2107503	2.2243e+21	2.08e+20	1.458054e-13	2.70068e-18	0	2.328887e+26	2.276476e+28	
0.00684	1514.433845	0	0	5.000047e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.325496e+24	1.325496e+24	3.37145e+11	0	3.57504e+23	0.2124207	2.169226e+21	2.08e+20	1.451267e-13	2.663141e-18	0	2.328887e+26	2.276476e+28	
0.0072	1515.073459	0	0	5.000048e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.32275e+24	1.32275e+24	3.325507e+11	0	3.602497e+23	0.2140521	2.118586e+21	2.08e+20	1.445173e-13	2.629731e-18	0	2.328887e+26	2.276476e+28	
0.00756	1515.713073	0	0	5.000048e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.320065e+24	1.320065e+24	3.28334e+11	0	3.629348e+23	0.2156476	2.071858e+21	2.08e+20	1.438578e-13	2.593895e-18	0	2.328887e+26	2.276476e+28	
0.00792	1516.352687	0	0	5.000049e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.317436e+24	1.317436e+24	3.239467e+11	0	3.655639e+23	0.2172097	2.028597e+21	2.08e+20	1.432472e-13	2.561005e-18	0	2.328887e+26	2.276476e+28	
0.00828	1516.992301	0	0	5.00005e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.314859e+24	1.314859e+24	3.198348e+11	0	3.681409e+23	0.2187409	1.988423e+21	2.08e+20	1.426063e-13	2.526784e-18	0	2.328887e+26	2.276476e+28	
0.00864	1517.631915	0	0	5.00005e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.312331e+24	1.312331e+24	3.156405e+11	0	3.706694e+23	0.2202433	1.951009e+21	2.08e+20	1.420004e-13	2.494712e-18	0	2.328887e+26	2.276476e+28	
0.009	1518.271529	0	0	5.000051e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.309847e+24	1.309847e+24	3.116524e+11	0	3.731526e+23	0.2217187	1.916072e+21	2.08e+20	1.413769e-13	2.461996e-18	0	2.328887e+26	2.276476e+28	
0.00936	1518.911144	0	0	5.000052e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.307407e+24	1.307407e+24	3.076365e+11	0	3.755935e+23	0.223169	1.883367e+21	2.08e+20	1.407789e-13	2.430889e-18	0	2.328887e+26	2.276476e+28	
0.00972	1519.550758	0	0	5.000052e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.305005e+24	1.305005e+24	3.037796e+11	0	3.779946e+23	0.2245957	1.852682e+21	2.08e+20	1.401717e-13	2.399565e-18	0	2.328887e+26	2.276476e+28	
0.01008	1520.190372	0	0	5.000053e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.302642e+24	1.302642e+24	2.999284e+11	0	3.803582e+23	0.2260001	1.823829e+21	2.08e+20	1.395834e-13	2.369481e-18	0	2.328887e+26	2.276476e+28	
0.01044	1520.829986	0	0	5.000054e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.300313e+24	1.300313e+24	2.962033e+11	0	3.826867e+23	0.2273837	1.796645e+21	2.08e+20	1.38991e-13	2.339441e-18	0	2.328887e+26	2.276476e+28	
