Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1600	0	0	5.007438e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.128852e+24	1.128852e+24	7.784628e+10	0	5.54148e+23	0.3292621	0	2.08e+20	8.865982e-14	6.07201e-19	0	2.328887e+26	2.276476e+28	
0.00037	1600	0	0	5.007441e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.128487e+24	1.128487e+24	7.897333e+10	0	5.545127e+23	0.3294787	2.737658e+20	2.08e+20	8.865982e-14	6.07201e-19	0	2.328887e+26	2.276476e+28	
0.00074	1600	0	0	5.007445e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.128125e+24	1.128125e+24	7.894799e+10	0	5.548748e+23	0.3296939	2.718282e+20	2.08e+20	8.908564e-14	6.159919e-19	0	2.328887e+26	2.276476e+28	
0.00111	1600	0	0	5.007448e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.127766e+24	1.127766e+24	7.968346e+10	0	5.552343e+23	0.3299075	2.699151e+20	2.08e+20	8.907611e-14	6.157943e-19	0	2.328887e+26	2.276476e+28	
0.00148	1600	0	0	5.007452e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.127409e+24	1.127409e+24	7.964118e+10	0	5.555913e+23	0.3301196	2.680261e+20	2.08e+20	8.935186e-14	6.21531e-19	0	2.328887e+26	2.276476e+28	
0.00185	1600	0	0	5.007455e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.127054e+24	1.127054e+24	8.011029e+10	0	5.559458e+23	0.3303303	2.661608e+20	2.08e+20	8.933606e-14	6.212012e-19	0	2.328887e+26	2.276476e+28	
0.00222	1600	0	0	5.007458e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.126702e+24	1.126702e+24	8.005691e+10	0	5.562979e+23	0.3305395	2.643189e+20	2.08e+20	8.951112e-14	6.248602e-19	0	2.328887e+26	2.276476e+28	
0.00259	1600	0	0	5.007462e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.126352e+24	1.126352e+24	8.034632e+10	0	5.566475e+23	0.3307472	2.625e+20	2.08e+20	8.949123e-14	6.244439e-19	0	2.328887e+26	2.276476e+28	
0.00296	1600	0	0	5.007465e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.126005e+24	1.126005e+24	8.028583e+10	0	5.569948e+23	0.3309535	2.607038e+20	2.08e+20	8.959894e-14	6.267013e-19	0	2.328887e+26	2.276476e+28	
0.00333	1600	0	0	5.007469e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.12566e+24	1.12566e+24	8.045474e+10	0	5.573397e+23	0.3311585	2.5893e+20	2.08e+20	8.957645e-14	6.262295e-19	0	2.328887e+26	2.276476e+28	
