[-4.578]	[-4.39488]	[-4.21176]	[-4.02864]	[-3.84552]	[-3.6624]	[-3.47928]	[-3.29616]	[-3.11304]	[-2.92992]	[-2.7468]	[-2.56368]	[-2.38056]	[-2.19744]	[-2.01432]	[-1.8312]	[-1.64808]	[-1.46496]	[-1.28184]	[-1.09872]	[-0.9156]	[-0.73248]	[-0.54936]	[-0.36624]	[-0.18312]	[0.]	[0.18312]	[0.36624]	[0.54936]	[0.73248]	[0.9156]	[1.09872]	[1.28184]	[1.46496]	[1.64808]	[1.8312]	[2.01432]	[2.19744]	[2.38056]	[2.56368]	[2.7468]	[2.92992]	[3.11304]	[3.29616]	[3.47928]	[3.6624]	[3.84552]	[4.02864]	[4.21176]	[4.39488]	[4.578]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-0.82159127]	[1.29154598]	[0.9467081]	[-0.9266943]	[-2.9323453]	[0.91569725]	[-2.355907]	[-2.85215232]	[1.25272413]	[2.09878188]	[0.64569431]	[-0.70012253]	[-1.26459688]	[2.22566806]	[-0.38264583]	[0.60931165]	[-1.33609444]	[0.60584922]	[-0.64625558]	[2.05577817]	[-0.54589592]	[-0.8418321]	[1.46491396]	[2.18082028]	[-2.09174536]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[2.33237985]	[0.47507764]	[1.10392224]	[0.0150346]	[-1.80518783]	[0.01765388]	[-1.5214668]	[-1.45614434]	[1.93234739]	[1.36097392]	[2.66394915]	[-2.01512038]	[1.92126862]	[-2.75874582]	[0.16735171]	[1.65716203]	[-2.7094831]	[1.91024331]	[1.78312888]	[-2.77286321]	[-2.71762226]	[0.44702919]	[2.76293095]	[0.73177803]	[0.19081617]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[2.2411373]	[-0.8984069]	[-0.239844]	[-1.65656301]	[2.22184385]	[-0.30597113]	[1.48980294]	[-0.81437625]	[-0.24802829]	[-1.28831072]	[0.60550979]	[-2.41215465]	[-1.10418556]	[2.48933186]	[-0.73628263]	[-2.90697667]	[-0.92580911]	[-0.36849104]	[1.52976999]	[-2.92447973]	[2.85784945]	[-0.38779797]	[-0.8398521]	[-0.68802268]	[2.48541774]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-2.56221543]	[-2.99672663]	[0.21806486]	[-1.38058927]	[-0.02265286]	[-2.7260702]	[1.63622115]	[-2.1320881]	[-2.48975233]	[0.91013072]	[2.71097106]	[1.15775292]	[1.99324964]	[-0.02096899]	[-1.48999837]	[0.28949277]	[-0.59667957]	[1.7514383]	[2.6030397]	[-2.64410519]	[-1.40007819]	[-1.50446471]	[1.94441565]	[1.4170658]	[2.93892548]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-2.87678469]	[-0.07614279]	[2.24665197]	[-0.68936775]	[-0.45186188]	[-2.28661444]	[1.09350693]	[-0.75804512]	[0.59178066]	[0.04292704]	[-2.01947043]	[2.22224123]	[2.45467989]	[-1.58485843]	[-0.17468059]	[-0.21330822]	[0.46820013]	[2.20876869]	[1.88125934]	[-0.95473254]	[-1.9755949]	[1.02007982]	[0.62659107]	[-2.3417711]	[-1.18504832]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.28213502]	[-1.47968351]	[-2.58176209]	[-1.05633868]	[-1.77963355]	[1.70162376]	[2.00390938]	[-0.81685801]	[-0.63460704]	[1.72026997]	[-0.83147559]	[0.8707208]	[1.31061911]	[-2.99526992]	[-2.23702308]	[-1.54023331]	[-0.49851885]	[-1.12413481]	[-2.73833996]	[0.38818194]	[2.0384107]	[-1.5055662]	[2.75796126]	[0.39658948]	[-0.30498188]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.45745156]	[2.66605859]	[-1.6469533]	[0.07204561]	[0.20263459]	[0.63163402]	[0.64109683]	[-2.80497034]	[-0.00410788]	[-2.89020541]	[2.27602437]	[-1.62378822]	[-1.35426631]	[-2.04177005]	[2.33027569]	[2.93563757]	[1.60357356]	[2.47432263]	[-2.91641497]	[0.62580879]	[-0.38208616]	[-0.71882832]	[-2.37737283]	[1.87873003]	[2.63899717]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.73971689]	[1.05775154]	[-1.54726931]	[-1.52545878]	[-0.87380835]	[-2.50655192]	[-0.12420937]	[-0.80807929]	[0.14025579]	[-1.10571583]	[-1.81402983]	[1.69687639]	[-2.14084784]	[1.43089183]	[-2.64231612]	[2.02364947]	[2.20369483]	[-2.10301575]	[-2.43806381]	[1.14063538]	[1.16239348]	[2.56483829]	[2.55796289]	[0.53974919]	[-0.9740199]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[1.86446517]	[2.3336348]	[-1.40021056]	[1.48245343]	[2.83307122]	[2.4661364]	[2.95551371]	[0.48415665]	[0.36223117]	[0.30886857]	[0.94660839]	[1.80970846]	[-0.70253756]	[1.2725998]	[-0.69750706]	[0.9209029]	[1.3561903]	[2.92302831]	[-2.20293795]	[-1.92248974]	[1.63417176]	[1.24143351]	[0.41736588]	[-0.05122765]	[2.86416226]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[2.71065534]	[0.71950335]	[-0.8428878]	[-0.462418]	[-1.74593438]	[-1.67761428]	[2.05431553]	[1.13789802]	[2.18595581]	[-2.43617859]	[2.23580191]	[-2.74473492]	[-1.28792759]	[2.53670873]	[-0.20985825]	[-2.35155541]	[1.04143845]	[2.69917544]	[-2.67029651]	[-1.67093413]	[1.71824471]	[2.65914948]	[-1.31957222]	[0.19129167]	[2.02097014]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-0.06995869]	[-1.23932018]	[0.92514377]	[-0.57773301]	[1.8949259]	[-0.78112568]	[1.44092568]	[2.49472036]	[0.53856764]	[1.51857888]	[1.19370763]	[-0.5736051]	[-2.09034551]	[-1.09536608]	[1.24911442]	[-0.89499855]	[-1.18349709]	[1.29168325]	[-1.57655464]	[2.77593633]	[0.2317736]	[-1.0336487]	[-1.79423311]	[-0.16143905]	[-2.09224642]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[1.10307404]	[2.97578662]	[-2.29082048]	[-1.89751577]	[1.83199878]	[0.30359017]	[2.3483457]	[-0.4461066]	[-1.88914465]	[-2.54046108]	[0.40348731]	[-0.22951316]	[-0.68136654]	[2.08406379]	[1.7330098]	[-1.86194886]	[-2.7550513]	[-0.37730741]	[0.16958818]	[-0.27377685]	[1.8194243]	[-1.35874512]	[-1.69413884]	[2.17971894]	[-2.19874544]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-0.90373809]	[-1.21074414]	[1.39699863]	[1.24661369]	[-1.24334343]	[-0.79880955]	[-1.24641651]	[-1.25885888]	[-0.51616284]	[0.90368525]	[1.38760961]	[1.6190339]	[-0.54002996]	[1.17887579]	[0.06076519]	[2.42841509]	[0.93432364]	[-1.75101881]	[0.09809937]	[-1.62769478]	[1.95950466]	[0.78051216]	[2.6532696]	[-1.23424362]	[2.66496701]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-0.18573217]	[-2.15959353]	[2.85231907]	[-2.46362251]	[-2.18310572]	[-2.86170191]	[-0.06606231]	[-2.63585018]	[-2.64508606]	[-2.08916185]	[-1.92388527]	[-1.41759158]	[-0.38112473]	[-2.91406667]	[1.84827727]	[-0.11326618]	[0.21989175]	[0.25424118]	[2.10121296]	[-1.89009805]	[0.33142172]	[0.5392511]	[2.97994274]	[-2.93888195]	[-0.69877033]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-2.00100041]	[0.6917774]	[1.72661754]	[0.13114658]	[1.98983356]	[-1.02913504]	[2.92910981]	[-1.5144045]	[1.37130208]	[1.25309144]	[1.15759976]	[1.79311819]	[-0.582599]	[-1.28713475]	[-2.24512109]	[1.01915379]	[-0.86447787]	[1.45485079]	[-2.77428523]	[1.60848804]	[1.01896029]	[-1.34046366]	[-1.53468782]	[-1.35720531]	[-2.53465007]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-2.45125719]	[-2.41708369]	[2.99580495]	[-0.09263774]	[-0.24489854]	[-2.12042343]	[-0.79888406]	[0.00530996]	[0.01927881]	[-1.7058897]	[-2.3866948]	[-0.28662493]	[-1.10461781]	[-1.93749443]	[0.55869719]	[-1.41211798]	[-0.23745527]	[2.66813071]	[0.93516069]	[0.87718083]	[0.34883615]	[1.10587758]	[-1.21669506]	[-2.40907391]	[-0.234614]
