0.036	698.5417081	6.794575e-11	1576437000000.0
0.037	724.7929081	4.745162e-05	0.0
0.036	750.3346162	4.897546e-05	0.0
0.036	775.8763243	5.018882e-05	0.0
0.036	801.4180324	5.763539e-05	0.0
0.037	827.6692324	6.830098e-05	0.0
0.036	853.2109405	9.149858e-05	0.0
0.036	878.7526486	0.000195615	0.0
0.036	904.2943568	0.0004613465	0.0
0.037	930.5455568	0.001084374	0.0
0.036	987.0364706	0.002259447	0.0
0.036	1050.997882	0.004484147	0.0
0.037	1116.736	0.007449417	0.0
0.036	1180.697412	0.01216188	0.0
0.036	1244.658824	0.01994419	207126100.0
0.036	1308.620235	0.03286436	1035631000.0
0.037	1374.358353	0.05098767	2.074053e+16
0.036	1438.319765	0.0843166	9.01695e+16
0.036	1502.281176	0.1253752	3.413698e+17
0.036	1566.242588	0.1651467	1.154057e+18
0.037	1600.0	0.1980156	2.074231e+18
0.036	1600.0	0.2187939	2.019956e+18
0.036	1600.0	0.232751	1.98334e+18
0.037	1600.0	0.243548	1.954897e+18
0.036	1600.0	0.252571	1.931066e+18
0.036	1600.0	0.2609948	1.908796e+18
0.036	1600.0	0.2660241	1.895302e+18
0.037	1600.0	0.273195	1.876274e+18
0.036	1600.0	0.2786212	1.861772e+18
0.036	1600.0	0.2841145	1.847106e+18
0.036	1600.0	0.2882512	1.835946e+18
0.037	1600.0	0.2907004	1.829131e+18
0.036	1600.0	0.2962682	1.814293e+18
0.036	1600.0	0.3002913	1.803444e+18
0.037	1600.0	0.304263	1.79272e+18
0.036	1600.0	0.3073455	1.784306e+18
0.036	1600.0	0.3109541	1.774541e+18
0.036	1600.0	0.3140193	1.766179e+18
0.037	1600.0	0.3165247	1.759251e+18
0.036	1600.0	0.3196026	1.750866e+18
0.036	1600.0	0.3221815	1.743768e+18
0.036	1600.0	0.3258317	1.733919e+18
0.037	1600.0	0.3294025	1.724267e+18
0.036	1600.0	0.3331965	1.714059e+18
0.036	1600.0	0.3357943	1.706931e+18
0.037	1600.0	0.3382222	1.700231e+18
0.036	1600.0	0.3418211	1.690538e+18
0.036	1600.0	0.3454483	1.680779e+18
0.036	1600.0	0.3491693	1.670784e+18
0.037	1600.0	0.3523223	1.662239e+18
0.036	1600.0	0.3550191	1.654882e+18
0.036	1600.0	0.3572859	1.648632e+18
0.036	1600.0	0.3592814	1.64308e+18
0.037	1600.0	0.3621144	1.635373e+18
0.036	1600.0	0.365174	1.6271e+18
0.036	1600.0	0.3677507	1.62007e+18
0.037	1600.0	0.3691353	1.616084e+18
0.036	1600.0	0.3713925	1.609878e+18
0.036	1600.0	0.3731892	1.604854e+18
0.036	1600.0	0.3747043	1.600555e+18
0.037	1600.0	0.3764738	1.595595e+18
0.036	1600.0	0.3796324	1.587095e+18
0.036	1600.0	0.3815349	1.581813e+18
0.036	1600.0	0.3837824	1.575651e+18
0.037	1600.0	0.3852357	1.571511e+18
0.036	1600.0	0.3867872	1.567134e+18
0.036	1600.0	0.3885576	1.5622e+18
0.037	1600.0	0.3904055	1.557058e+18
0.036	1600.0	0.392966	1.550112e+18
0.036	1600.0	0.3953881	1.543522e+18
0.036	1600.0	0.3971099	1.538723e+18
0.037	1600.0	0.3986888	1.534279e+18
0.036	1600.0	0.3996048	1.531541e+18
0.036	1600.0	0.4009471	1.527716e+18
0.036	1600.0	0.4024708	1.523431e+18
0.037	1600.0	0.4038704	1.519454e+18
0.036	1600.0	0.4057076	1.514374e+18
0.036	1600.0	0.4066811	1.511499e+18
0.037	1600.0	0.4079256	1.507923e+18
0.036	1600.0	0.4094755	1.503583e+18
0.036	1600.0	0.4117214	1.497473e+18
0.036	1600.0	0.4131559	1.493431e+18
0.037	1600.0	0.4142807	1.490169e+18
0.036	1600.0	0.4153107	1.48716e+18
0.036	1600.0	0.4167472	1.483119e+18
0.036	1600.0	0.4184482	1.478407e+18
0.037	1600.0	0.4198987	1.474324e+18
0.036	1600.0	0.4213404	1.470276e+18
0.036	1600.0	0.4227771	1.466242e+18
0.037	1600.0	0.4236252	1.463695e+18
0.036	1600.0	0.4247334	1.4605e+18
0.036	1600.0	0.4263321	1.456062e+18
0.036	1600.0	0.4278368	1.451864e+18
0.037	1600.0	0.4288079	1.449013e+18
0.036	1600.0	0.4296164	1.446585e+18
0.036	1600.0	0.4305995	1.443716e+18
0.036	1600.0	0.4324596	1.438626e+18
0.037	1600.0	0.4346483	1.432694e+18
0.036	1600.0	0.4361608	1.42849e+18
0.036	1600.0	0.4365495	1.427134e+18
