Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1501.592176	0	-0.689	5.000035e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405144e+24	1.335857e+24	6.928708e+22	0	2.778558e+23	0.1650955	0	2.08e+20	8.528349e-10	5.404393e-07	0	2.328887e+26	2.276476e+28	
0.00036	1502.231791	0	-0.689	5.000036e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405144e+24	1.335857e+24	6.928706e+22	0	2.778562e+23	0.1650958	3.255348e+17	2.08e+20	8.528349e-10	5.404393e-07	0	2.328887e+26	2.276476e+28	
0.00072	1502.871405	0	-0.689	5.000036e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405143e+24	1.335856e+24	6.928704e+22	0	2.778566e+23	0.165096	3.298538e+17	2.08e+20	8.528349e-10	5.404391e-07	0	2.328887e+26	2.276476e+28	
0.00108	1503.511019	0	-0.689	5.000037e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405143e+24	1.335856e+24	6.928702e+22	0	2.778571e+23	0.1650963	3.342262e+17	2.08e+20	8.528348e-10	5.404389e-07	0	2.328887e+26	2.276476e+28	
0.00144	1504.150633	0	-0.689	5.000037e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405142e+24	1.335855e+24	6.9287e+22	0	2.778575e+23	0.1650966	3.386529e+17	2.08e+20	8.528347e-10	5.404388e-07	0	2.328887e+26	2.276476e+28	
0.0018	1504.790247	0	-0.689	5.000038e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405142e+24	1.335855e+24	6.928698e+22	0	2.778579e+23	0.1650968	3.431343e+17	2.08e+20	8.528346e-10	5.404386e-07	0	2.328887e+26	2.276476e+28	
0.00216	1505.429861	0	-0.689	5.000038e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405142e+24	1.335855e+24	6.928696e+22	0	2.778584e+23	0.1650971	3.476711e+17	2.08e+20	8.528345e-10	5.404384e-07	0	2.328887e+26	2.276476e+28	
0.00252	1506.069475	0	-0.689	5.000039e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405141e+24	1.335854e+24	6.928693e+22	0	2.778589e+23	0.1650974	3.52264e+17	2.08e+20	8.528344e-10	5.404383e-07	0	2.328887e+26	2.276476e+28	
0.00288	1506.709089	0	-0.689	5.000039e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.405141e+24	1.335854e+24	6.928691e+22	0	2.778593e+23	0.1650976	3.569136e+17	2.08e+20	8.528343e-10	5.404381e-07	0	2.328887e+26	2.276476e+28	
0.00324	1507.348704	0	-0.689	5.00004e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.40514e+24	1.335853e+24	6.928689e+22	0	2.778598e+23	0.1650979	3.616206e+17	2.08e+20	8.528342e-10	5.404379e-07	0	2.328887e+26	2.276476e+28	
