Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1180.697412	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.649434e+24	1.649434e+24	6.431875e+13	0	3.356608e+22	0.01994419	0	2.08e+20	8.319427e-13	5.016862e-16	0	2.328887e+26	2.276476e+28	
0.00036	1181.337026	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.649275e+24	1.649275e+24	6.307915e+13	0	3.372538e+22	0.02003885	1.229173e+20	2.08e+20	8.319427e-13	5.016862e-16	0	2.328887e+26	2.276476e+28	
0.00072	1181.97664	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.649114e+24	1.649114e+24	6.284059e+13	0	3.388579e+22	0.02013416	1.237742e+20	2.08e+20	8.265634e-13	4.920173e-16	0	2.328887e+26	2.276476e+28	
0.00108	1182.616254	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.648953e+24	1.648953e+24	6.179049e+13	0	3.404731e+22	0.02023013	1.246338e+20	2.08e+20	8.255201e-13	4.901566e-16	0	2.328887e+26	2.276476e+28	
0.00144	1183.255868	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.64879e+24	1.64879e+24	6.140079e+13	0	3.420996e+22	0.02032677	1.254961e+20	2.08e+20	8.208959e-13	4.819658e-16	0	2.328887e+26	2.276476e+28	
0.0018	1183.895482	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.648626e+24	1.648626e+24	6.048101e+13	0	3.437372e+22	0.02042408	1.263611e+20	2.08e+20	8.191666e-13	4.789262e-16	0	2.328887e+26	2.276476e+28	
0.00216	1184.535096	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.648461e+24	1.648461e+24	5.999766e+13	0	3.453861e+22	0.02052205	1.272287e+20	2.08e+20	8.150556e-13	4.717519e-16	0	2.328887e+26	2.276476e+28	
0.00252	1185.174711	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.648295e+24	1.648295e+24	5.91691e+13	0	3.470463e+22	0.02062069	1.280989e+20	2.08e+20	8.128785e-13	4.679817e-16	0	2.328887e+26	2.276476e+28	
0.00288	1185.814325	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.648128e+24	1.648128e+24	5.862976e+13	0	3.487177e+22	0.02072001	1.289716e+20	2.08e+20	8.091193e-13	4.61519e-16	0	2.328887e+26	2.276476e+28	
0.00324	1186.453939	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.64796e+24	1.64796e+24	5.786658e+13	0	3.504005e+22	0.02082	1.298469e+20	2.08e+20	8.066533e-13	4.573122e-16	0	2.328887e+26	2.276476e+28	
0.0036	1187.093553	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.647791e+24	1.647791e+24	5.729588e+13	0	3.520947e+22	0.02092066	1.307247e+20	2.08e+20	8.03138e-13	4.513593e-16	0	2.328887e+26	2.276476e+28	
0.00396	1187.733167	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.64762e+24	1.64762e+24	5.658094e+13	0	3.538003e+22	0.021022	1.316049e+20	2.08e+20	8.00489e-13	4.469079e-16	0	2.328887e+26	2.276476e+28	
0.00432	1188.372781	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.647448e+24	1.647448e+24	5.599493e+13	0	3.555174e+22	0.02112403	1.324876e+20	2.08e+20	7.971455e-13	4.413313e-16	0	2.328887e+26	2.276476e+28	
0.00468	1189.012395	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.647275e+24	1.647275e+24	5.531685e+13	0	3.572459e+22	0.02122673	1.333726e+20	2.08e+20	7.943839e-13	4.367604e-16	0	2.328887e+26	2.276476e+28	
0.00504	1189.652009	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.647101e+24	1.647101e+24	5.472591e+13	0	3.589859e+22	0.02133012	1.342601e+20	2.08e+20	7.911643e-13	4.314714e-16	0	2.328887e+26	2.276476e+28	
0.0054	1190.291624	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.646926e+24	1.646926e+24	5.407708e+13	0	3.607374e+22	0.02143419	1.351498e+20	2.08e+20	7.883369e-13	4.268621e-16	0	2.328887e+26	2.276476e+28	
0.00576	1190.931238	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.64675e+24	1.64675e+24	5.34879e+13	0	3.625005e+22	0.02153895	1.360418e+20	2.08e+20	7.85209e-13	4.218012e-16	0	2.328887e+26	2.276476e+28	
0.00612	1191.570852	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.646572e+24	1.646572e+24	5.286319e+13	0	3.642752e+22	0.0216444	1.36936e+20	2.08e+20	7.82347e-13	4.172056e-16	0	2.328887e+26	2.276476e+28	
0.00648	1192.210466	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.646394e+24	1.646394e+24	5.228005e+13	0	3.660615e+22	0.02175054	1.378325e+20	2.08e+20	7.792893e-13	4.123329e-16	0	2.328887e+26	2.276476e+28	
0.00684	1192.85008	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.646214e+24	1.646214e+24	5.167597e+13	0	3.678595e+22	0.02185737	1.387311e+20	2.08e+20	7.764131e-13	4.077844e-16	0	2.328887e+26	2.276476e+28	
0.0072	1193.489694	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.646033e+24	1.646033e+24	5.110152e+13	0	3.696691e+22	0.02196489	1.396318e+20	2.08e+20	7.734112e-13	4.030726e-16	0	2.328887e+26	2.276476e+28	
0.00756	1194.129308	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.645851e+24	1.645851e+24	5.051567e+13	0	3.714904e+22	0.02207311	1.405346e+20	2.08e+20	7.705346e-13	3.985919e-16	0	2.328887e+26	2.276476e+28	
0.00792	1194.768922	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.645668e+24	1.645668e+24	4.995154e+13	0	3.733235e+22	0.02218203	1.414395e+20	2.08e+20	7.675787e-13	3.940222e-16	0	2.328887e+26	2.276476e+28	
0.00828	1195.408536	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.645483e+24	1.645483e+24	4.93822e+13	0	3.751683e+22	0.02229164	1.423464e+20	2.08e+20	7.647107e-13	3.89622e-16	0	2.328887e+26	2.276476e+28	
0.00864	1196.048151	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.645298e+24	1.645298e+24	4.882935e+13	0	3.770249e+22	0.02240196	1.432552e+20	2.08e+20	7.617942e-13	3.851811e-16	0	2.328887e+26	2.276476e+28	
